tuned_ls1,tuned_gs0,tuned_s0,tuned_vec,tuned_gs1,tuned_ls0,tuned_s1,compute_time,energy,timeouts,iterations
2,256,8,2,32,256,128,231.20272,40.16744553832333,60000,10
8,1024,65536,2,512,1,524288,1928.270848,258.9034700284201,60000,10
1,256,4096,4,32,32,131072,0.049152,43.3209728198688,60000,10
8,32,2097152,2,256,8,64,148.455424,41.02540655260293,60000,10
8,256,64,4,8,8,262144,0.728064,38.40992740142746,60000,10
8,4,64,2,16,1,64,364.16512,44.89272876690622,60000,10
1,128,262144,4,32,4,8,62.020608,37.30648303446146,60000,10
4,1024,4194304,2,64,16,131072,73.460736,34.95930818948286,60000,10
256,512,4194304,4,256,4,64,238.163872,42.540990164097686,60000,10
16,512,32,2,32,4,1048576,0.37376,34.0920984264671,60000,10
1,256,32,2,8,64,16777216,11.529376,31.07405588207084,60000,10
8,512,131072,2,64,4,4194304,0.00512,42.17791530450389,60000,10
64,2,16384,4,512,1,4096,417.949696,48.274042057715725,60000,10
16,512,2097152,2,512,2,4194304,0.016384,44.14553996042853,60000,10
4,16,1,4,128,8,8192,737.439744,64.06817310583511,60000,10
8,16,1,4,512,16,1024,1475.2808,112.84191519937278,60000,10
1,512,16777216,4,2,1,2097152,425.73824,48.76442531936429,60000,10
1,512,32,4,2,2,262144,0.19344,41.09008561889918,60000,10
8,1024,2097152,4,512,2,128,129.67712,42.633338283745,60000,10
4,32,32,2,512,8,32,12.311552,32.00919847420131,60000,10
4,1,16384,2,4,1,4194304,0.0,2331.283893624154,60000,10
32,64,16384,4,512,32,8192,0.078784,43.90804010665991,60000,10
2,8,2,2,2,2,131072,184.337568,38.32189609817951,60000,10
2,4,1024,4,8,2,1048576,0.728064,32.334118950685955,60000,10
256,512,16777216,2,256,1,128,518.351872,51.868396786635,60000,10
32,4,2048,4,128,2,4,213.880832,38.15395049405754,60000,10
1,1024,256,2,1024,1,2048,30457.722944,3413.1633715959374,60000,10
1,1024,16777216,4,1,128,32768,33.90464,37.07477784036147,60000,10
16,64,8,2,512,8,4,362.310656,62.23278383339706,60000,10
1,1024,16384,2,128,256,1048576,0.074752,41.99171368158629,60000,10
8,32,4194304,4,256,32,16777216,0.004096,40.45777900964113,60000,10
16,1024,33554432,4,128,16,64,1013.850944,76.36777521420645,60000,10
1,64,2,4,512,32,2048,431.153152,63.05289546011323,60000,10
32,1,4,2,256,1,256,43024.231488,1867.8994733036195,60000,10
1,256,8192,4,1,256,16384,0.186368,45.58484171650208,60000,10
8,16,8,4,1024,16,65536,187.464704,42.85913195512534,60000,10
32,32,4194304,4,32,4,16,36.632576,34.96538964963601,60000,10
512,4,1024,4,512,2,65536,1.200128,30.49918611675227,60000,10
4,256,131072,4,128,16,2048,114.018272,40.19473959668361,60000,10
4,256,524288,4,32,32,2048,63.85664,38.05104096302713,60000,10
8,1024,32,2,256,16,8388608,4.124672,30.75622168805361,60000,10
8,256,131072,2,16,4,2048,4.903744,31.73279966969653,60000,10
4,256,32,2,64,8,16384,1.497088,30.347222011024275,60000,10
4,64,1048576,4,32,1,128,28.546048,32.30421203327795,60000,10
16,64,16,2,16,8,512,11.530144,31.631232057864302,60000,10
512,64,256,4,512,1,16,45.713408,34.40332587092402,60000,10
1,256,32768,2,8,16,256,15.981568,30.81370485945714,60000,10
256,256,2048,2,1024,2,4,121.986016,43.29418714471307,60000,10
4,1024,1024,4,512,2,32,241.16736,54.67650660921825,60000,10
1,128,16,4,256,1,131072,0.0,6040.454191720076,60000,10
512,64,16384,4,512,1,262144,3029.45888,294.1316285590373,60000,10
4,128,16,4,8,4,32768,2.888704,32.32272371504001,60000,10
8,128,4194304,4,128,2,8192,80.63584,38.164283781006674,60000,10
64,16,8388608,4,256,16,64,2003.09248,124.73406317522335,60000,10
2,32,256,2,128,4,4194304,0.740192,34.0556113588307,60000,10
4,4,4194304,2,512,2,131072,392.123424,59.08381141787263,60000,10
1,128,4,2,1024,128,128,977.985696,131.36718579015027,60000,10
8,64,65536,2,16,16,1048576,0.009216,41.772456683896266,60000,10
4,128,16384,4,128,64,2,161.330176,41.97016780610373,60000,10
32,128,32,4,256,4,8,77.548512,41.88500606841292,60000,10
1,512,8388608,2,512,4,4,627.170304,88.31696743727251,60000,10
64,512,4,2,128,16,32,19.229696,36.595064466877886,60000,10
16,256,64,2,512,16,8388608,4.130816,35.71221832276246,60000,10
2,128,32,2,64,128,8,601.666528,60.172228875179954,60000,10
64,8,262144,2,512,4,2,203.524096,42.80441805525111,60000,10
1,128,128,2,2,64,16384,5.768192,31.69428830790001,60000,10
8,2,8192,2,256,1,131072,13495.652512,722.9092323082987,60000,10
32,128,2,4,128,8,16384,48.433152,33.58065171210279,60000,10
2,8,65536,4,2,1,16,55.998464,33.457157999743806,60000,10
64,16,2097152,4,128,1,8,46.205952,36.23178004827705,60000,10
16,64,1024,2,1024,8,16777216,0.269312,44.66677535589112,60000,10
16,8,128,4,256,4,1048576,5.768224,30.240424603851785,60000,10
1,32,524288,2,512,16,512,871.452672,105.43212288284562,60000,10
1,1024,256,2,32,256,128,265.291776,44.60217461828,60000,10
512,512,1024,2,512,2,8192,0.04096,42.2514941755,60000,10
1,1024,4,2,2,128,1048576,46.090368,31.95517499733695,60000,10
16,64,16777216,4,1024,2,32,423.525376,57.27323808459945,60000,10
32,32,4194304,2,128,4,65536,46.18752,34.839443696712145,60000,10
8,512,262144,4,128,16,8,126.778368,50.00649669454766,60000,10
64,16,8192,2,512,8,262144,0.113664,42.39195995645781,60000,10
1,16,2048,4,64,8,1048576,0.36768,30.199776193887782,60000,10
1,256,16,4,32,256,16777216,93.734912,35.25134845622935,60000,10
32,128,131072,2,512,8,4096,253.430784,51.00312634987838,60000,10
1,128,8,4,2,8,16,11.528192,31.43241231313685,60000,10
16,8,512,4,512,1,16384,17619.245056,1208.5516815088397,60000,10
8,32,4,4,32,4,2048,46.089216,38.3211091228407,60000,10
1,256,131072,4,16,256,32768,817.001376,67.51493907699056,60000,10
1,512,128,4,512,2,2097152,3.800192,34.92803365445017,60000,10
128,1024,32768,2,128,4,256,30.589824,32.93061861786068,60000,10
64,8,33554432,4,128,2,16,504.953856,60.5016937095768,60000,10
4,8,2048,4,64,8,1024,0.72704,33.6044256945943,60000,10
16,512,128,2,256,1,512,252.751872,60.28006284465287,60000,10
2,1024,131072,4,2,2,64,2.999296,31.23591680361428,60000,10
16,256,8388608,4,32,4,32768,70.700032,35.489688435536884,60000,10
2,512,262144,4,64,256,524288,0.007168,40.91016611471216,60000,10
4,64,16777216,2,128,64,2,83.412992,36.67892948779332,60000,10
1,256,64,4,16,1,256,565.428192,83.92698750291126,60000,10
128,1024,131072,2,1024,4,16,235.790304,51.116764390233335,60000,10
16,8,65536,4,32,4,65536,0.015232,47.25990166657672,60000,10
2,32,131072,4,2,1,2048,27.854848,31.41634224782036,60000,10
8,1024,64,4,256,2,131072,0.500928,30.42504671370691,60000,10
32,8,33554432,2,32,4,65536,343.532608,44.93750233432466,60000,10
1,4,16384,4,128,2,4096,581.277696,66.70494994413019,60000,10
8,128,1024,2,1024,8,1,92.193792,39.8126454032279,60000,10
4,256,33554432,2,16,2,524288,466.415456,52.04020722863376,60000,10
16,128,262144,4,64,16,16384,87.547904,39.13664324519032,60000,10
1,64,131072,4,512,16,512,911.727456,106.2034009599244,60000,10
2,128,128,2,256,128,256,14.457856,32.13993509558141,60000,10
32,128,131072,2,32,4,256,11.585504,31.130473823736324,60000,10
1,128,65536,4,1024,2,4194304,0.109632,40.41740905743138,60000,10
128,4,1024,2,128,2,2,317.021184,42.83767798829287,60000,10
2,512,1048576,4,64,512,64,140.195904,43.17170413434274,60000,10
16,1024,8388608,4,512,16,4096,656.044,74.78553580865098,60000,10
1,8,4194304,4,1,4,4194304,0.004064,39.93136175114876,60000,10
32,64,128,4,256,16,32768,3.61984,30.292715549172627,60000,10
32,4,131072,2,32,1,2048,221.81376,38.40701258374238,60000,10
16,512,4,2,512,16,16,61.270016,39.20462528459532,60000,10
512,16,4194304,4,512,2,2097152,0.003072,40.86622338747198,60000,10
1,128,64,2,8,4,8,16.534624,30.86705029762758,60000,10
4,1024,524288,2,512,128,8192,3547.38784,279.57444740242227,60000,10
16,1,2097152,4,32,1,65536,882.31424,67.32354161679997,60000,10
32,64,8,2,128,2,32768,5.768192,30.837494448805256,60000,10
1,256,32,2,1,8,256,1.447936,31.403571349896605,60000,10
64,64,32768,2,512,16,2097152,0.022528,40.38323658193148,60000,10
16,512,262144,4,16,8,4096,8.086528,30.275183697330707,60000,10
64,256,131072,4,1024,4,4194304,0.005152,41.68784967681817,60000,10
16,512,8388608,4,128,16,16,243.259392,43.83641911646959,60000,10
1,32,4096,4,512,4,512,1173.288864,125.17177252724912,60000,10
64,128,16384,2,64,16,524288,0.022528,41.20925524735499,60000,10
1,256,524288,4,32,8,512,57.655264,35.21589376752321,60000,10
4,512,16777216,2,64,8,16,107.833344,34.880408275193744,60000,10
2,128,4096,4,8,2,8192,0.00928,40.73448140851092,60000,10
64,64,33554432,4,1024,2,4194304,996.253696,73.43655293325706,60000,10
1,4,32,4,1024,2,1024,32.972768,32.20681757883345,60000,10
1,512,1024,2,2,2,1048576,0.01024,40.00342354078192,60000,10
8,512,8192,2,512,1,262144,7655.686144,922.577336273548,60000,10
4,128,16,4,8,64,262144,46.872576,31.942361441647414,60000,10
4,8,1024,4,16,2,2097152,0.367616,38.179833439520685,60000,10
2,128,65536,4,16,32,4096,72.513344,34.663363541776135,60000,10
2,128,8388608,2,2,8,4,32.95232,31.29147038887369,60000,10
2,256,2,2,512,4,4194304,127.008768,39.17152372713143,60000,10
16,8,262144,2,32,1,1048576,899.536896,69.03875873318859,60000,10
2,128,8388608,4,2,2,4194304,0.003072,43.59998821023402,60000,10
1,256,16384,4,32,256,256,149.0984,39.92079918346324,60000,10
32,8,16384,2,512,2,2,120.866816,35.93650152609998,60000,10
2,256,4096,4,256,2,16,235.347968,54.16329785436682,60000,10
1,1024,4194304,2,1024,1024,4194304,0.012288,41.3330769591916,60000,10
8,32,128,4,64,8,2097152,2.888544,32.00501426627999,60000,10
64,32,2097152,4,256,8,8388608,0.004096,40.627781996295866,60000,10
2,64,1024,2,8,8,128,34.340864,32.58423865979333,60000,10
2,8,8388608,4,2,8,512,167.945216,37.4417134831157,60000,10
128,256,4096,4,512,1,8192,260.80256,58.34929399429216,60000,10
1,1024,128,4,256,8,8388608,1.936384,34.042906218126724,60000,10
2,128,8388608,4,64,16,8388608,0.004096,40.09773983011231,60000,10
4,8,4194304,2,64,4,33554432,0.004096,41.27505777634812,60000,10
4,512,4,4,1024,8,4096,64.27136,37.58008204873916,60000,10
1,64,4,2,128,32,8388608,184.356864,40.39450330731688,60000,10
8,64,128,2,128,1,1024,551.491584,82.18486004774996,60000,10
2,512,32768,2,32,512,4,65.25648,32.79819711,60000,10
2,32,4194304,4,1024,1,8,1084.838912,140.17118301685258,60000,10
1,128,8388608,2,8,64,4194304,411.393024,50.7958641723403,60000,10
1,256,32,4,128,256,131072,57.805824,33.666200211340325,60000,10
1,1024,2097152,4,2,512,16384,51.710976,31.52413483645833,60000,10
1,256,128,4,512,4,262144,3.827712,30.15154443743789,60000,10
8,32,128,2,64,16,32768,5.769216,31.92484292134918,60000,10
4,64,32,2,4,8,64,5.768192,28.97894684695963,60000,10
2,512,32,2,256,128,32768,32.933888,32.91679425316393,60000,10
8,128,512,2,512,4,2,47.22688,34.38450570601766,60000,10
8,32,1024,4,512,32,65536,1.473536,31.847031593842743,60000,10
4,2,2097152,2,256,2,4096,498.827264,55.50350021266626,60000,10
64,2,32,2,128,1,256,2952.718336,151.61036309701038,60000,10
64,16,16,4,64,16,2048,152.555552,35.33284424865449,60000,10
2,512,65536,2,64,128,16777216,0.01024,39.845671794652034,60000,10
1,256,8192,2,1024,8,512,1719.544832,194.293615419634,60000,10
2,4,2,2,32,4,65536,737.377248,62.68403162086002,60000,10
2,128,524288,2,4,64,8192,73.938784,33.395342952964434,60000,10
2,32,2,4,8,8,8192,190.589952,40.87112089291478,60000,10
2,128,8388608,2,8,8,64,41.895936,32.61486585251797,60000,10
16,16,16,2,256,8,256,46.09536,30.662769107066385,60000,10
32,64,2,2,1024,8,4,152.664064,47.08810059216182,60000,10
4,64,32,2,32,32,131072,23.052096,34.42803021253445,60000,10
64,128,65536,2,128,16,256,248.197248,48.76220625632632,60000,10
4,512,16,2,128,8,2048,2.095008,30.58324715128106,60000,10
2,1024,32768,2,512,128,32,4067.401728,329.07169479867787,60000,10
128,32,65536,2,512,1,4096,45.855904,40.77495980086,60000,10
2,256,4194304,2,4,1,524288,108.195872,33.86014793624126,60000,10
1,32,16384,2,128,1,16777216,0.0,6298.018393788957,60000,10
2,64,16,2,16,1,65536,0.0,4845.628618776874,60000,10
64,512,128,4,1024,8,524288,2.21696,32.054982107289824,60000,10
4,512,131072,2,4,8,4096,3.408928,32.41562173771036,60000,10
8,64,4194304,2,256,8,65536,128.574464,42.77752940388546,60000,10
4,128,32768,2,256,4,2097152,0.008192,44.371419809343735,60000,10
2,1024,8,4,64,64,1,124.64128,41.50108701076862,60000,10
512,512,1024,4,1024,2,2,97.963872,41.15987702265874,60000,10
2,256,16384,4,1024,4,1048576,0.058368,46.20451648049279,60000,10
1,512,1024,2,32,128,1,11.851744,31.47431273309092,60000,10
2,128,8192,4,128,16,16384,0.027648,42.77545577591881,60000,10
1,256,8,2,64,256,8192,187.4584,42.68509206618128,60000,10
4,1024,8,2,32,2,256,1.043456,34.560336313145974,60000,10
32,32,8388608,4,256,16,2,258.05312,47.32297303640209,60000,10
8,512,16777216,4,128,4,4194304,418.15552,50.72699874778849,60000,10
256,16,1,2,256,1,2,308.747264,50.479974382209,60000,10
4,64,1,4,128,32,2048,737.462432,74.53343606386996,60000,10
2,512,4194304,2,64,256,262144,143.93856,44.24110435938665,60000,10
4,128,32,4,256,128,262144,57.803776,36.84416595267823,60000,10
16,64,512,2,16,8,1024,0.367616,31.35545768733857,60000,10
64,8,2048,2,256,4,2048,0.37376,32.1965923776,60000,10
2,1024,131072,2,1024,1,16777216,0.0,3603.593904208952,60000,10
1,128,1048576,2,2,8,1,12.487616,33.26511020772766,60000,10
4,512,4194304,4,128,128,131072,274.75456,52.59529231877961,60000,10
2,64,1048576,2,512,1,1,490.186752,87.77177031043439,60000,10
1,128,4,2,8,128,524288,368.674816,45.123129009044256,60000,10
8,512,33554432,2,32,16,512,269.323264,45.364018200683645,60000,10
8,32,4194304,4,512,16,4194304,0.004096,41.05798720296405,60000,10
4,128,32768,2,4,2,4096,7.94112,31.05444107458562,60000,10
4,128,8,4,256,1,4,251.127808,58.61741297327331,60000,10
8,128,33554432,2,8,4,32768,282.74688,42.002562402974014,60000,10
1,64,262144,4,16,16,16777216,0.00512,44.10794467632177,60000,10
8,4,524288,2,256,2,2048,237.149184,44.09700347517696,60000,10
32,16,2048,2,1024,1,1024,96.473088,42.649111531878894,60000,10
8,4,16777216,2,64,4,262144,281.956288,42.62122767188909,60000,10
1,64,262144,2,2,4,8192,17.831936,31.1357475992414,60000,10
32,4,262144,2,1024,2,2097152,0.006144,41.49188119731512,60000,10
4,16,262144,4,4,4,4194304,0.00512,40.85632899342665,60000,10
1,4,2097152,4,64,1,16384,299.05504,48.69954179850127,60000,10
128,16,1048576,2,256,8,8,633.665536,58.210942689657095,60000,10
8,8,64,2,1024,2,1,270.58176,59.14200538587949,60000,10
2,256,32768,2,2,256,262144,0.05632,41.92447145189276,60000,10
64,512,8192,2,512,4,8388608,0.012192,42.034811658308776,60000,10
128,512,256,2,512,1,4194304,0.0,6993.085134234083,60000,10
8,256,128,4,1024,64,2,1584.679936,148.0414328727576,60000,10
128,1024,16,4,1024,4,262144,7.949312,37.80815679561139,60000,10
2,512,2,2,32,128,2097152,196.835328,44.20560924142494,60000,10
8,8,262144,2,8,4,65536,244.35824,43.818609631828274,60000,10
32,64,2097152,2,1024,2,32768,136.955744,44.60922854496738,60000,10
2,128,2048,2,256,4,16777216,0.070656,46.79830742266213,60000,10
4,1024,4194304,4,512,8,4,185.539424,49.82581235350674,60000,10
1,64,131072,4,1,4,65536,0.004096,43.60333196645193,60000,10
4,256,33554432,4,256,2,4,546.526208,59.73928131793377,60000,10
1,256,16777216,4,512,32,8,1059.39968,121.55308238174452,60000,10
2,128,16384,4,8,128,512,169.178976,41.80664204508872,60000,10
4,512,16777216,4,128,256,64,351.137632,65.47570605137011,60000,10
32,256,256,2,1024,4,128,286.369792,62.82760569333234,60000,10
8,512,1048576,2,32,8,524288,30.712832,34.818029372102465,60000,10
1,128,8,4,1024,1,2048,0.0,6277.301909667463,60000,10
16,64,8,4,512,64,1,1676.63104,145.61192964552703,60000,10
8,1,131072,2,16,1,1,1251.15904,86.86804220011028,60000,10
32,128,8192,2,32,4,524288,0.009216,46.22184407670973,60000,10
8,1024,8192,2,128,16,33554432,0.012288,45.515719359392406,60000,10
1,1024,262144,4,256,1024,1,173.381632,48.28030637042747,60000,10
64,32,2097152,2,1024,4,1024,284.986368,59.15163005537424,60000,10
1,64,4194304,4,128,2,64,287.300608,58.34851069985619,60000,10
64,128,8,2,64,2,65536,2.88864,34.10737840421362,60000,10
32,32,524288,2,64,16,1024,496.838656,55.2330184127677,60000,10
16,1024,131072,4,16,64,4096,59.84768,35.181471229726775,60000,10
16,8,1,4,128,1,33554432,0.0,218.8509359844992,60000,10
4,512,8388608,2,128,32,256,466.86096,59.49370539808665,60000,10
16,4,8192,2,128,1,8,210.300928,43.41556659173562,60000,10
4,64,512,4,4,4,33554432,0.183296,43.70653134665767,60000,10
4,64,256,4,64,4,256,0.36864,31.876007281942247,60000,10
1,64,524288,2,64,1,2097152,1102.457984,142.83792971421167,60000,10
64,128,65536,4,1024,2,131072,0.006016,43.35426619962893,60000,10
128,4,512,4,512,4,4194304,3.356672,31.417533501608748,60000,10
2,1024,262144,2,64,16,128,61.062144,37.50887734000001,60000,10
8,512,2,4,8,2,1048576,2.985984,31.16616833442892,60000,10
64,1024,128,2,128,1,262144,33382.928384,3920.0794005749976,60000,10
1,1024,262144,2,4,4,4194304,0.00512,43.78174749465409,60000,10
2,2,1048576,4,256,1,16384,568.443904,69.83647783687427,60000,10
8,512,131072,2,128,128,1024,250.780672,55.34187632624569,60000,10
2,64,524288,4,64,8,8192,66.174976,39.8187394443561,60000,10
8,64,33554432,2,128,32,2097152,567.00928,65.09097844768901,60000,10
128,4,65536,4,128,4,4096,970.707968,73.79811921822619,60000,10
8,256,65536,4,1024,8,128,525.452288,80.93958882672325,60000,10
32,512,2097152,2,128,1,32,37.385216,34.59054624338294,60000,10
1,4,64,4,2,1,8,156.844032,39.12416316735884,60000,10
4,256,131072,2,64,4,2048,29.595552,36.35995738179394,60000,10
4,4,256,4,4,4,8192,5.767168,32.14296578197483,60000,10
16,16,1024,4,128,1,16777216,0.0,251.6161084907498,60000,10
1,1024,65536,4,1024,4,2097152,0.431104,31.672275294675867,60000,10
8,128,262144,4,128,2,256,29.351936,34.979197772620985,60000,10
16,1024,2,4,16,4,16,3.132416,31.915685688734488,60000,10
4,4,1024,4,16,4,32768,1.447936,31.535178823309465,60000,10
64,256,32,4,64,16,16,4.813632,33.100195101770865,60000,10
8,512,131072,2,512,32,2097152,0.008192,41.65522108004801,60000,10
4,256,8192,2,32,1,128,15.800448,34.00997162257851,60000,10
4,256,2048,2,16,2,1048576,0.01024,42.53775670728852,60000,10
32,1024,1048576,2,64,4,1048576,0.004096,41.72226488242561,60000,10
2,1024,524288,4,16,512,256,70.08256,36.35882232289998,60000,10
4,32,8,2,64,4,2048,23.04912,36.25584327570242,60000,10
2,64,32768,4,16,1,1024,19.919872,33.94803010144085,60000,10
16,512,16777216,4,64,16,262144,254.23376,48.66711310656,60000,10
16,256,16384,4,256,32,4,389.436416,60.81572428728085,60000,10
8,1024,2097152,2,64,2,33554432,0.01024,42.487287825388776,60000,10
4,16,1,2,4,8,8388608,737.37728,61.77071373606333,60000,10
8,512,1048576,4,8,128,2048,140.0576,37.81969746079345,60000,10
4,32,32768,2,512,16,32768,0.027584,42.36859463723588,60000,10
4,8,16,2,128,2,131072,23.049216,32.6847218560522,60000,10
1,128,262144,2,8,4,1048576,0.004096,49.69384084567705,60000,10
1,1024,8192,4,512,256,1048576,0.513888,33.95251137909018,60000,10
16,1024,4,2,128,8,16,7.655424,31.455238775467368,60000,10
4,32,8388608,4,8,16,16,70.856704,33.62521279543281,60000,10
8,2,8192,2,512,1,1,626.562048,64.85488068869711,60000,10
128,512,1024,4,512,8,524288,0.151552,52.12505671487602,60000,10
1,512,262144,4,1,256,16,33.398784,31.383098026050003,60000,10
8,4,32768,2,8,2,131072,0.0256,41.695333936850425,60000,10
4,16,2,4,1024,16,16777216,774.843392,80.09559962344679,60000,10
8,64,2048,4,16,2,1024,0.025696,41.91387874809698,60000,10
8,128,32768,2,1024,8,131072,0.012352,41.269957931136666,60000,10
256,8,256,4,512,1,1024,1685.957696,129.0298285755545,60000,10
8,256,256,4,256,128,262144,4.790272,34.22846960853124,60000,10
2,128,8,2,128,2,4096,8.500224,32.469582449965536,60000,10
128,8,128,2,128,1,1024,1111.611296,81.4213837174664,60000,10
1,4,2048,2,128,1,64,368.444416,60.401835787948805,60000,10
16,64,4194304,4,32,64,65536,995.500032,75.98737200336001,60000,10
2,16,262144,4,16,8,1048576,0.006144,45.88207898303837,60000,10
32,32,512,4,32,32,262144,4.777984,31.29522915131428,60000,10
8,512,2097152,4,1024,4,16777216,0.029728,41.54701490822162,60000,10
4,8,512,4,32,8,8,127.055872,35.884235533647846,60000,10
2,32,1048576,4,4,1,256,27.232256,33.186960576957446,60000,10
64,1024,1048576,2,1024,8,4194304,0.007136,43.58389523956756,60000,10
16,2,128,2,256,2,16777216,11.529216,29.96661988937852,60000,10
128,16,2097152,4,128,1,32,61.478912,32.5062353078466,60000,10
16,128,2048,2,16,1,2,7.444672,30.608362352096183,60000,10
4,16,33554432,4,128,8,16777216,0.004032,42.09250911156974,60000,10
4,64,131072,2,512,64,1024,1044.02432,115.48804209719007,60000,10
8,128,8388608,4,256,64,8,505.232384,74.87314488007216,60000,10
4,256,32,2,8,16,128,2.888672,30.882115388114723,60000,10
8,4,16777216,2,128,2,256,240.219136,42.31506812718077,60000,10
64,32,2048,4,128,2,4096,0.048128,52.43509211153026,60000,10
64,2,8192,4,256,2,32768,0.183296,40.6624411898433,60000,10
4,64,64,4,4,4,8,22.280192,31.19490111966596,60000,10
1,2,16384,4,128,2,1,518.413312,68.4158663436057,60000,10
256,1024,8,4,256,1,8192,0.0,6774.063408069607,60000,10
4,128,4194304,4,128,8,2048,68.781056,41.382592089273,60000,10
2,4,2097152,2,4,1,33554432,0.0,183.2931797450721,60000,10
2,512,2097152,2,64,1,131072,98.932736,40.217526333999984,60000,10
1,32,33554432,4,1,32,65536,104.798112,36.6704638180586,60000,10
256,8,524288,4,512,2,512,266.776576,48.79351951021798,60000,10
1,64,2048,2,64,2,16,129.663008,43.881907794966665,60000,10
4,2,16,2,16,1,16384,0.0,2549.8292342663804,60000,10
2,4,524288,2,32,4,32,150.445056,38.14555044412684,60000,10
4,512,4194304,4,16,16,2048,20.488256,34.92671009164396,60000,10
1,512,32,2,64,512,131072,56.440832,40.56308147275802,60000,10
1,256,33554432,4,512,64,64,1651.641344,142.90652162775513,60000,10
2,128,16,2,64,32,524288,23.049216,30.879720955572058,60000,10
2,16,2,2,64,1,32,2644.330496,246.58609842374565,60000,10
1,16,262144,2,16,4,131072,210.635808,47.98161404021252,60000,10
16,4,16,4,1024,1,32,1712.03056,158.90029349192147,60000,10
1,256,33554432,2,32,256,131072,169.140128,40.49386429856408,60000,10
32,512,33554432,4,32,16,256,990.650368,71.76446684481881,60000,10
1,128,256,2,512,8,8192,2.16064,33.34876794418397,60000,10
4,16,128,2,128,2,1048576,1.446912,29.77729173213671,60000,10
2,16,131072,4,128,8,128,156.13952,40.510029763615655,60000,10
4,512,2097152,2,4,4,2097152,0.004064,39.811495929645375,60000,10
8,512,1048576,4,16,1,512,27.22304,31.175085058166548,60000,10
4,512,256,4,64,32,4096,0.432128,30.470484848839103,60000,10
64,16,8388608,4,64,2,8,125.640704,35.53902374472794,60000,10
2,32,1,4,2,4,4096,184.370176,37.06901319563487,60000,10
8,8,1,2,128,4,131072,737.456128,61.02758170730274,60000,10
1,4,32768,4,32,1,16777216,0.0,235.8056415931964,60000,10
512,512,128,4,512,2,1024,0.299008,42.736888653675805,60000,10
2,64,524288,4,16,64,4,79.562752,34.73432317852721,60000,10
1,64,64,2,16,32,32,242.097024,42.19402665348,60000,10
1,128,2048,4,512,2,8192,0.246784,43.65952109767135,60000,10
2,512,8192,2,256,128,2,140.168128,43.44128094265941,60000,10
4,128,1024,2,16,64,512,491.047936,51.226350976001285,60000,10
2,128,16777216,2,256,16,32,618.728448,63.83151537525698,60000,10
16,512,65536,2,256,2,4194304,0.01024,40.143799130561085,60000,10
2,1024,4194304,4,4,64,2048,17.16224,30.93211054372317,60000,10
8,64,32,4,128,8,256,5.76816,30.54723761883999,60000,10
4,1024,16384,4,8,8,2048,5.336064,30.913578951778423,60000,10
8,512,16384,4,16,32,524288,0.009216,40.64634368338558,60000,10
32,64,2097152,4,1024,8,16,494.666752,68.78780571049576,60000,10
1,1024,16,2,2,1,32,16.04608,34.27717218592068,60000,10
16,128,256,4,1024,32,4194304,4.723712,33.26813439158463,60000,10
32,64,4194304,4,64,2,4096,61.488128,32.87610301878823,60000,10
32,4,4,2,128,1,2,220.7744,38.80826025139,60000,10
2,256,32,4,4,32,16,5.768192,29.811668431965188,60000,10
16,8,8,4,32,4,32,92.172288,35.15091260824366,60000,10
4,512,64,4,4,128,32768,6.706176,29.90849953482376,60000,10
4,256,32768,2,64,32,131072,0.009216,41.394646706589455,60000,10
32,256,8192,4,64,32,128,248.907776,44.18276022655816,60000,10
16,2,16777216,2,512,1,262144,413.860864,50.65229313576476,60000,10
2,1024,1024,2,256,8,2097152,0.128,41.10035713149207,60000,10
2,4,2097152,2,4,1,256,215.876704,38.54269343941375,60000,10
1,8,1048576,4,1,2,512,119.810048,36.89562475374768,60000,10
2,1024,1,4,64,256,8192,612.698112,81.30423482128607,60000,10
2,64,128,4,1024,16,1024,4.184064,30.416435089361617,60000,10
128,4,16384,2,1024,4,8388608,0.113632,39.80240258236958,60000,10
1,32,1048576,4,256,2,8192,586.430464,79.35564540654632,60000,10
1,256,4,4,128,64,2,111.96944,37.91016123357206,60000,10
16,8,8,4,1024,2,16384,46.090272,31.928564129896564,60000,10
2,1024,4194304,4,256,16,4,190.183424,45.68472091745185,60000,10
1,32,524288,4,512,2,1,524.056576,86.62689738429641,60000,10
16,1024,2,2,16,64,32768,76.433408,33.45077992429623,60000,10
32,256,2048,2,128,16,1048576,0.059392,46.86172469070412,60000,10
1,64,2048,2,32,1,8388608,0.0,6303.365605755338,60000,10
1,4,256,2,16,4,1,378.433536,55.95780708903576,60000,10
4,2,32768,2,16,1,32768,850.18624,68.45301416951118,60000,10
8,8,64,2,64,2,256,5.768192,34.815557428812,60000,10
2,128,4194304,4,2,16,1,8.82176,32.75509808571928,60000,10
4,64,33554432,2,4,2,16384,493.965312,52.873227089825455,60000,10
1,128,4194304,4,32,8,8388608,0.004096,53.16543845894294,60000,10
8,256,8,2,512,8,16,15.29856,33.22732294129369,60000,10
2,16,33554432,2,16,8,32768,168.411136,39.38522132450736,60000,10
128,2,65536,4,512,1,65536,1466.321728,99.77173523087453,60000,10
2,32,32768,2,16,32,16777216,0.048128,42.360084211750014,60000,10
16,8,2048,4,16,2,1048576,0.183328,43.51173593904712,60000,10
1,64,8,2,64,4,33554432,13.466624,30.31009144722692,60000,10
